Date,USD/INR,BSE Sensex,Gold Price
04-25-2013,54.11,19981.57,1396.5
04-24-2013,54.26,20101.82,1424.7
04-23-2013,54.31,20039.04,1434.5
04-22-2013,54.21,19964.03,1436.8
04-19-2013,53.94,19817.63,1468.8
04-18-2013,54.03,19986.82,1473.9
04-17-2013,54.18,19906.41,1449
04-16-2013,53.97,19663.64,1468.1
04-15-2013,54.55,19663.55,1464.3
04-12-2013,54.52,19666.59,1467.7
04-11-2013,54.31,19742.52,1446.3
04-10-2013,54.42,19691.42,1472.2
04-09-2013,54.48,19784.08,1467.4
04-08-2013,54.61,19764.78,1453.6
04-05-2013,54.81,19714.24,1461.8
04-04-2013,54.89,19580.81,1423.4
04-03-2013,54.53,19426.71,1408.6
04-02-2013,54.43,19444.84,1421
04-01-2013,54.17,19323.8,1395.3
03-29-2013,54.29,19417.46,1392
03-28-2013,54.29,19255.09,1382.2
03-27-2013,54.43,19242,1386.8
03-26-2013,54.48,19453.92,1360.6
03-25-2013,54.3,19476,1501
03-22-2013,54.35,19364.75,1564.3
03-21-2013,54.45,19244.42,1558.3
03-20-2013,54.33,19317.25,1586.2
03-19-2013,54.5,19229.26,1572
03-18-2013,54.08,19355.26,1575.4
03-15-2013,54.03,19387.14,1551.8
03-14-2013,54.19,19409.69,1552.8
03-13-2013,54.37,19424.1,1575.1
03-12-2013,54.15,19486.8,1600
03-11-2013,54.34,19391.86,1594.8
03-08-2013,54.35,19348.12,1606.2
03-07-2013,54.46,19305.32,1595.8
03-06-2013,54.81,19339.9,1604.6
03-05-2013,54.96,19170.91,1606.2
03-04-2013,54.96,18842.08,1613.8
03-01-2013,54.91,18537.01,1607.5
02-28-2013,54.37,18506.57,1611.3
02-27-2013,53.87,18517.34,1604.6
02-26-2013,54.1,18460.38,1592.5
02-25-2013,54,18329.32,1590.6
02-22-2013,54.28,18339,1588.3
02-21-2013,54.48,18309.37,1591.5
02-20-2013,54.08,18471.37,1577.8
02-19-2013,54.13,18618.87,1576.6
02-18-2013,54.27,18670.34,1574.8
02-15-2013,54.33,18683.68,1574.6
02-14-2013,54,18846.26,1574.6
02-13-2013,53.83,18902.41,1572.1
02-12-2013,53.8,18817.38,1571.9
02-11-2013,53.97,18762.87,1577.7
02-08-2013,53.6,18755.45,1595.2
02-07-2013,53.23,18561.7,1615.2
02-06-2013,53.16,18505.38,1586.2
02-05-2013,53.04,18430.85,1572.4
02-04-2013,53.29,18635.82,1578.2
02-01-2013,53.17,18625.34,1577.6
01-31-2013,53.28,18758.63,1603.6
01-30-2013,53.25,18710.02,1608.8
01-29-2013,53.66,18793.44,1634.7
01-28-2013,54.06,18682.31,1644.2
01-25-2013,53.8,18791.93,1648.7
01-24-2013,53.71,18610.77,1648.2
01-23-2013,53.68,18577.7,1666
01-22-2013,53.73,18713.55,1670.4
01-21-2013,53.78,18675.18,1677.7
01-18-2013,53.75,18804.75,1672.4
01-17-2013,54.36,18631.1,1675.3
01-16-2013,54.67,18793.36,1669.4
01-15-2013,54.61,18708.98,1660.6
01-14-2013,54.53,18938.46,1679.9
01-11-2013,54.88,19058.15,1660.7
01-10-2013,54.43,18869.69,1652.4
01-09-2013,54.81,18823.91,1656.4
01-08-2013,54.97,18762.74,1669.5
01-07-2013,55.23,18579.5,1686.3
01-04-2013,54.94,18632.17,1692.8
01-03-2013,54.51,18694.41,1686.6
01-02-2013,54.24,18673.34,1690.4
01-01-2013,54.69,18752.83,1682.7
12-31-2012,55,18349.25,1683.4
12-28-2012,54.76,18496.01,1668.9
12-27-2012,54.94,18542.31,1660
12-26-2012,54.85,18464.27,1677.3
12-25-2012,55.02,18021.16,1654.8
12-24-2012,54.96,18000.03,1661.5
12-21-2012,55.07,17852.95,1645.5
12-20-2012,54.88,17766.78,1648.1
12-19-2012,54.69,17749.65,1673.7
12-18-2012,54.94,17683.73,1687.9
12-17-2012,54.86,17346.27,1674.8
12-14-2012,54.45,17313.34,1654.9
12-13-2012,54.52,17440.87,1662.6
12-12-2012,54.15,17384.4,1659.8
12-11-2012,54.27,17429.56,1658.6
12-10-2012,54.36,17541.64,1659.1
12-07-2012,54.35,17490.81,1644.9
12-06-2012,54.24,17631.71,1666.5
12-05-2012,54.44,17678.81,1669.5
12-04-2012,54.75,17783.21,1697
12-03-2012,54.78,17850.22,1695.8
11-30-2012,54.27,17846.86,1695.6
11-29-2012,54.72,17885.26,1716.6
11-28-2012,55.71,17691.08,1708.2
11-27-2012,55.46,17657.21,1713
11-26-2012,55.64,17728.2,1704
11-23-2012,55.45,17633.45,1700.3
11-22-2012,55.13,17557.74,1692.4
11-21-2012,55.12,17560.87,1694.4
11-20-2012,55.11,17600.56,1719.6
11-19-2012,54.98,17601.78,1710.9
11-16-2012,55.17,17412.96,1727.2
11-15-2012,54.66,17197.93,1716.5
11-14-2012,55.03,17224.36,1742.2
11-13-2012,55.02,17257.38,1749.5
11-12-2012,54.89,17236.18,1751.3
11-09-2012,54.6,17143.68,1727.9
11-08-2012,54.37,16839.19,1723.2
11-07-2012,54.21,16639.82,1734
11-06-2012,54.43,16846.05,1714.3
11-05-2012,54.6,16918.08,1713.3
11-02-2012,53.82,16877.35,1729.5
11-01-2012,53.66,17158.44,1724.2
10-31-2012,53.81,17278.85,1730.3
10-30-2012,53.97,17185.01,1730.3
10-29-2012,54.09,17105.3,1725.4
10-26-2012,53.56,17103.31,1713.2
10-25-2012,53.56,17213.7,1714.1
10-24-2012,53.74,17232.55,1682.2
10-23-2012,53.73,17489.14,1674.1
10-22-2012,53.56,17618.35,1714.1
10-19-2012,53.85,17391.98,1717.5
10-18-2012,53.6,17521.12,1710.5
10-17-2012,52.87,17538.67,1707.7
10-16-2012,52.83,17462.81,1710.9
10-15-2012,52.99,17425.71,1712
10-12-2012,52.81,17398.98,1700.5
10-11-2012,52.67,17429.98,1708.3
10-10-2012,53.03,16990.76,1725.1
10-09-2012,52.7,16967.76,1722.8
10-08-2012,52.55,16906.58,1743.3
10-05-2012,51.92,16882.16,1751.5
10-04-2012,51.75,16972.51,1744.7
10-03-2012,52.24,17032.56,1736
10-02-2012,52.43,16896.63,1758
10-01-2012,52.38,16859.8,1768.8
09-28-2012,52.86,16705.83,1763.2
09-27-2012,52.93,16949.83,1763
09-26-2012,53.59,16677.88,1773.5
09-25-2012,53.37,16880.51,1778.6
09-24-2012,53.44,16862.8,1794.1
09-21-2012,53.37,16668.01,1777.3
09-20-2012,54.27,16718.87,1772.7
09-19-2012,54.03,16649.05,1780.5
09-18-2012,53.91,16454.3,1771.1
09-17-2012,53.89,16020.64,1777.6
09-14-2012,54.31,15988.4,1750.6
09-13-2012,55.35,15965.16,1763.8
09-12-2012,55.22,16218.53,1762.1
09-11-2012,55.26,16312.15,1775.5
09-10-2012,55.45,16438.58,1767.7
09-07-2012,55.37,16416.84,1769
09-06-2012,55.67,16217.82,1768.4
09-05-2012,55.91,16222.3,1767.7
09-04-2012,55.62,15948.1,1769.8
09-03-2012,55.54,16026.41,1769.1
08-31-2012,55.53,16183.26,1730.6
08-30-2012,55.64,16152.75,1731.8
08-29-2012,55.71,16070.48,1728.7
08-28-2012,55.67,16030.09,1737.5
08-27-2012,55.7,16328.25,1702.6
08-24-2012,55.51,16215.84,1690.8
08-23-2012,55.27,16292.98,1692.9
08-22-2012,55.5,16420.05,1684.6
08-21-2012,55.31,16479.58,1653.5
08-20-2012,55.51,16546.18,1659.8
08-17-2012,55.74,16912.71,1666.5
08-16-2012,55.63,16831.08,1672.4
08-15-2012,55.53,17151.19,1669.8
08-14-2012,55.61,17301.91,1669.6
08-13-2012,55.35,17318.81,1637.4
08-10-2012,55.29,17134.25,1639.9
08-09-2012,55.18,17130.67,1620.1
08-08-2012,55.29,17151.29,1616.3
08-07-2012,55.07,17207.29,1616.1
08-06-2012,55.53,17096.68,1603.7
08-03-2012,55.76,17373.84,1599.4
08-02-2012,55.85,17503.71,1609.6
08-01-2012,55.48,17392.39,1619.7
07-31-2012,55.56,17357.94,1617.1
07-30-2012,55.44,17150.95,1612.9
07-27-2012,55.26,17094.51,1609.7
07-26-2012,55.5,17332.62,1612.9
07-25-2012,56.03,17199.4,1606
07-24-2012,56.18,17243.84,1587.4
07-23-2012,55.93,17222.14,1603.7
07-20-2012,55.33,17486.02,1610.5
07-19-2012,55.18,17597.42,1619.7
07-18-2012,55.32,17478.15,1617.9
07-17-2012,55.04,17404.2,1615
07-16-2012,55.06,17058.61,1608
07-13-2012,55.15,17121.62,1576
07-12-2012,55.84,17257.36,1577.1
07-11-2012,55.53,17052.78,1582.5
07-10-2012,55.4,17361.74,1580.1
07-09-2012,55.85,17196.47,1570.4
07-06-2012,55.41,17601.71,1589.1
07-05-2012,54.97,17316.18,1591.2
07-04-2012,54.55,17273.37,1591.6
07-03-2012,54.22,17466.2,1564.9
07-02-2012,55.39,17675.85,1575.2
06-29-2012,55.51,17919.3,1579.3
06-28-2012,56.83,17813.62,1588.6
06-27-2012,56.89,17587.67,1578.4
06-26-2012,56.97,17503.24,1608.9
06-25-2012,56.97,17145.52,1621.3
06-22-2012,57.13,17173.29,1597.2
06-21-2012,56.26,17362.87,1603.5
06-20-2012,56.15,17636.99,1549.7
06-19-2012,55.89,17636.8,1577.5
06-18-2012,55.83,17583.97,1574
06-15-2012,55.4,17752.68,1587.5
06-14-2012,55.71,17731.12,1566
06-13-2012,55.57,17445.75,1564.5
06-12-2012,55.81,17923.57,1614.8
06-11-2012,55.7,18078.5,1622.2
06-08-2012,55.43,18145.25,1625.7
06-07-2012,54.97,18428.61,1627
06-06-2012,55.27,18289.35,1618.4
06-05-2012,55.55,18153.99,1618.1
06-04-2012,55.66,18202.41,1612.7
06-01-2012,55.55,17848.57,1595.5
05-31-2012,56.04,17772.84,1590.1
05-30-2012,56.14,17748.69,1586.6
05-29-2012,55.62,17830.75,1632.8
05-28-2012,55.19,17707.32,1615.2
05-25-2012,55.38,17622.45,1612.2
05-24-2012,55.56,17707.31,1620.5
05-23-2012,55.96,17604.96,1562.6
05-22-2012,55.35,17431.85,1563.4
05-21-2012,54.98,17300.58,1548.6
05-18-2012,54.43,17193.55,1568.8
05-17-2012,54.36,16863.3,1557.3
05-16-2012,54.35,17233.98,1548.1
05-15-2012,53.8,17077.18,1576.3
05-14-2012,53.93,16995.77,1588.4
05-11-2012,53.64,16751.73,1591.6
05-10-2012,53.26,16739.01,1574.5
05-09-2012,53.76,16643.74,1536.2
05-08-2012,53.13,16451.47,1556.8
05-07-2012,52.85,16466.05,1560.6
05-04-2012,53.48,16189.36,1583.6
05-03-2012,53.34,16154.62,1595.1
05-02-2012,52.99,16037.51,1593.7
05-01-2012,52.51,16175.86,1604
04-30-2012,52.67,16165.09,1638.6
04-27-2012,52.55,15814.72,1644.7
04-26-2012,52.41,15848.8,1634.2
04-25-2012,52.46,15867.73,1653.4
04-24-2012,52.59,15857.08,1661.7
04-23-2012,52.39,15882.64,1663.4
04-20-2012,52.08,15939.36,1664
04-19-2012,52.09,15517.92,1659.6
04-18-2012,51.73,15454.92,1641.4
04-17-2012,51.4,15543.93,1643
04-16-2012,51.62,15727.85,1631.9
04-13-2012,51.55,15873.95,1642.1
04-12-2012,51.24,15970.75,1640.6
04-11-2012,51.47,15738.7,1638.8
04-10-2012,51.49,15813.36,1650.3
04-09-2012,51.2,15685.21,1648.7
04-06-2012,51.12,15175.08,1659.1
04-05-2012,51.04,15379.34,1679.5
04-04-2012,51.05,15491.35,1659
04-03-2012,50.56,15836.47,1659.5
04-02-2012,50.8,15881.14,1642.5
03-30-2012,50.88,16002.51,1628.5
03-29-2012,51.35,15870.35,1612.3
03-28-2012,50.78,16213.46,1670
03-27-2012,50.67,16488.24,1677.5
03-26-2012,51.03,16877.06,1669.3
03-23-2012,51.18,16805.33,1652.2
03-22-2012,51.3,16846.83,1657.9
03-21-2012,50.64,16483.45,1684.8
03-20-2012,50.54,16123.46,1685.5
03-19-2012,50.18,16008.34,1662.3
03-16-2012,50.14,16167.13,1642.3
03-15-2012,50.3,15695.43,1650
03-14-2012,49.93,15858.49,1646.7
03-13-2012,49.86,15699.97,1666.9
03-12-2012,49.98,16065.42,1655.5
03-09-2012,49.76,15946.1,1659.1
03-08-2012,50.08,16371.51,1642.5
03-07-2012,50.28,16461.71,1693.7
03-06-2012,50.37,16775.87,1699.2
03-05-2012,49.83,16882.67,1710.9
03-02-2012,49.53,17118.74,1698.1
03-01-2012,49.23,17192.82,1683.3
02-29-2012,49.11,17362.1,1671.4
02-28-2012,48.97,17569.53,1703
02-27-2012,49.17,17562.61,1708.8
02-24-2012,49.02,17481.93,1721.1
02-23-2012,49.1,17464.85,1709.9
02-22-2012,49.17,17480.83,1787
02-21-2012,49.23,17705.01,1773.6
02-20-2012,49.16,17804.8,1775.1
02-17-2012,49.33,17288.83,1784.9
02-16-2012,49.29,17254.86,1770
02-15-2012,49.39,16939.28,1757.1
02-14-2012,49.49,16785.64,1724.5
02-13-2012,49.15,16936.89,1726.8
02-10-2012,49.36,17085.34,1726.3
02-09-2012,49.45,16748.29,1715.9
02-08-2012,49.08,17025.09,1723
02-07-2012,49.13,17082.69,1723.3
02-06-2012,49.06,16883.92,1739
02-03-2012,48.61,16958.39,1729.3
02-02-2012,49.04,16536.47,1746.4
02-01-2012,49.14,16557.23,1722.8
01-31-2012,49.52,16232.54,1737.9
01-30-2012,49.6,15792.41,1756.8
01-27-2012,49.4,15864.86,1747.1
01-26-2012,49.43,16151.45,1737.8
01-25-2012,50.01,16453.76,1731
01-24-2012,50.01,16698.07,1731.8
01-23-2012,49.97,16446.02,1726.3
01-20-2012,50.23,16524.03,1699.8
01-19-2012,50.15,16051.1,1664.2
01-18-2012,50.31,16162.06,1678
01-17-2012,50.8,16361.15,1663.7
01-16-2012,51.37,17065.15,1654.1
01-13-2012,51.44,17099.28,1659.5
01-12-2012,51.52,16745.35,1655.2
01-11-2012,51.79,16933.83,1630.4
01-10-2012,51.6,16876.54,1647.3
01-09-2012,52.4,16709.6,1639.2
01-06-2012,52.68,16467.44,1631
01-05-2012,52.87,16501.74,1607.5
01-04-2012,52.86,16866.97,1616.1
01-03-2012,53.1,17165.54,1619.4
01-02-2012,53.31,17065,1611.9
12-30-2011,53.02,16862.81,1599.7
12-29-2011,53.01,16713.33,1565.8
12-28-2011,52.89,16821.46,1539.9
12-27-2011,52.92,16676.75,1562.9
12-26-2011,52.72,16416.33,1594.2
12-23-2011,52.79,15848.83,1604.7
12-22-2011,52.57,16146.33,1608.9
12-21-2011,52.4,16284.98,1611.9
12-20-2011,52.77,16498.47,1615.6
12-19-2011,52.7,16341.7,1594.4
12-16-2011,52.5,16141.67,1595.6
12-15-2011,53.52,16469.79,1574.6
12-14-2011,53.61,16840.8,1584.3
12-13-2011,53.1,16730.94,1659.9
12-12-2011,52.61,16839.63,1664.2
12-09-2011,51.88,17059.4,1712.8
12-08-2011,51.71,17130.51,1709.8
12-07-2011,51.63,16857.91,1740.9
12-06-2011,51.24,16990.18,1727.9
12-05-2011,51.26,17305.87,1730.7
12-02-2011,51.11,17693.18,1747
12-01-2011,51.37,17940.55,1735.3
11-30-2011,52.13,18109.89,1745.5
11-29-2011,51.91,18314.33,1713.4
11-28-2011,51.96,18197.2,1710.8
11-25-2011,52.14,18209.52,1685.5
11-24-2011,52.07,18432.25,1695.7
11-23-2011,52.24,18518.22,1702.2
11-22-2011,52.49,18871.29,1678.3
11-21-2011,52.07,18722.3,1724.7
11-18-2011,51.24,18436.19,1719.8
11-17-2011,50.96,18502.38,1773.8
11-16-2011,50.75,18653.87,1781.7
11-15-2011,50.63,18507.04,1777.8
11-14-2011,50.41,18561.92,1787.5
11-11-2011,50.01,18618.2,1758.9
11-10-2011,49.99,18596.02,1790.9
11-09-2011,50.06,18411.62,1798.4
11-08-2011,49.31,18721.39,1790.3
11-07-2011,48.95,18858.04,1755.3
11-04-2011,49,19078.3,1764.2
11-03-2011,49.15,18726.97,1728.7
11-02-2011,49.19,18744.56,1711
11-01-2011,49.28,18814.48,1724.2
10-31-2011,48.7,18762.8,1746.2
10-28-2011,48.62,18845.87,1746.7
10-27-2011,49.01,18693.86,1722.7
10-26-2011,49.51,18492.45,1699.6
10-25-2011,49.51,18412.41,1651.5
10-24-2011,49.83,18240.68,1635.1
10-21-2011,49.85,17727.49,1611.9
10-20-2011,49.81,17550.63,1646
10-19-2011,49.16,17560.3,1651.7
10-18-2011,49.3,17506.63,1675.5
10-17-2011,48.96,17870.53,1681.8
10-14-2011,49.02,17985.88,1667.3
10-13-2011,49.13,18132.24,1681.3
10-12-2011,48.96,18308.66,1659.7
10-11-2011,49.34,18266.03,1669.6
10-10-2011,48.98,18268.54,1634.5
10-07-2011,49.04,18384.9,1651.9
10-06-2011,49.15,18394.29,1640.3
10-05-2011,49.35,18495.62,1614.7
10-04-2011,49.41,18420.11,1656
10-03-2011,49.16,18376.48,1620.4
09-30-2011,49.02,18494.18,1615.5
09-29-2011,48.98,18608.81,1616.3
09-28-2011,49.1,18503.28,1650.6
09-27-2011,48.92,18232.06,1592.5
09-26-2011,49.45,18266.1,1637.5
09-23-2011,49.35,18044.64,1739.2
09-22-2011,49.58,17847.24,1805.5
09-21-2011,48.33,18011.97,1806.6
09-20-2011,48.06,17993.33,1776.4
09-19-2011,47.81,18326.09,1812.1
09-16-2011,47.33,18141.4,1778.5
09-15-2011,47.57,18086.2,1823.5
09-14-2011,47.65,18137.35,1826.8
09-13-2011,47.6,18345.03,1809.9
09-12-2011,47.23,18531.28,1856.4
09-09-2011,46.49,18335.79,1854.4
09-08-2011,46.19,18584.96,1814.2
09-07-2011,46.17,18512.77,1869.9
09-06-2011,46.12,18528.96,1873.7
09-05-2011,45.99,18518.81,1826
09-02-2011,45.79,18210.58,1828.5
09-01-2011,45.67,18469.36,1826.7
08-31-2011,45.8,18534.69,1788.4
08-30-2011,46.09,18998.02,1794.1
08-29-2011,46.06,19135.96,1759.8
08-26-2011,46.16,19292.02,1754.1
08-25-2011,46.05,19448.69,1858.3
08-24-2011,46,19545.35,1888.7
08-23-2011,45.63,19584.31,1848.9
08-22-2011,45.57,19602.23,1818.9
08-19-2011,45.67,19470.98,1791.2
08-18-2011,45.75,19121.83,1782.4
08-17-2011,45.41,19091.17,1755.5
08-16-2011,45.39,19386.82,1740.2
08-15-2011,45.35,19696.86,1748.8
08-12-2011,45.4,19262.54,1781.3
08-11-2011,45.42,19451.45,1740
08-10-2011,45.26,19591.18,1710.2
08-09-2011,45.21,19612.2,1648.8
08-08-2011,44.97,19686.82,1656.2
08-05-2011,44.72,19701.73,1663.4
08-04-2011,44.55,19420.39,1641.9
08-03-2011,44.32,19445.22,1619
08-02-2011,44.24,19290.18,1628.3
08-01-2011,44.07,19120.8,1613.4
07-29-2011,44.21,18943.14,1615
07-28-2011,44.08,18815.64,1616.6
07-27-2011,44.09,18350.74,1612
07-26-2011,44.18,18206.16,1601.3
07-25-2011,44.4,17988.3,1586.8
07-22-2011,44.35,17839.05,1596.7
07-21-2011,44.41,17878.81,1600.9
07-20-2011,44.45,18149.87,1602.1
07-19-2011,44.5,18358.69,1589.8
07-18-2011,44.57,18167.64,1589
07-15-2011,44.52,18439.48,1585.2
07-14-2011,44.51,18174.09,1561.9
07-13-2011,44.53,18327.98,1548.8
07-12-2011,44.71,18469.95,1541.2
07-11-2011,44.49,18439.65,1530.2
07-08-2011,44.38,18222.67,1528.7
07-07-2011,44.28,18486.45,1512.3
07-06-2011,44.48,18489.76,1482.3
07-05-2011,44.43,18446.5,1502.3
07-04-2011,44.43,17823.4,1509.9
07-01-2011,44.63,17700.91,1499.7
06-30-2011,44.7,17632.41,1496
